rank,clade,n,intra_avg_euclidean,intra_median_euclidean,intra_std_euclidean,intra_min_euclidean,intra_max_euclidean,intra_avg_shared_proteins,intra_median_shared_proteins,intra_std_shared_proteins,intra_min_shared_proteins,intra_max_shared_proteins
Subfamily,Gridrvirinae,2,5.39,5.39,0.0,5.39,5.39,0.35,0.35,0.0,0.35,0.35
Subfamily,Fenrirvirinae,6,4.65,4.8,0.53,3.61,5.29,0.48,0.44,0.1,0.38,0.68
Subfamily,Farbautivirinae,12,4.75,4.8,0.51,2.83,5.83,0.45,0.44,0.08,0.31,0.74
Subfamily,Harpalykevirinae,19,5.65,5.83,0.68,3.46,6.78,0.42,0.39,0.09,0.29,0.73
Subfamily,Pallenevirinae,5,5.02,5.1,0.49,4.36,5.83,0.48,0.47,0.08,0.34,0.6
Subfamily,Puckvirinae,2,4.36,4.36,0.0,4.36,4.36,0.42,0.42,0.0,0.42,0.42
Subfamily,Ganymedevirinae,2,3.0,3.0,0.0,3.0,3.0,0.57,0.57,0.0,0.57,0.57
Subfamily,Sycoraxvirinae,8,7.46,7.21,1.08,5.48,9.43,0.44,0.45,0.12,0.28,0.66
Subfamily,Janusvirinae,3,5.73,6.08,0.74,4.69,6.4,0.5,0.42,0.12,0.41,0.67
Subfamily,Amaltheavirinae,3,5.78,6.24,0.77,4.69,6.4,0.43,0.38,0.11,0.32,0.58
Subfamily,Metisvirinae,14,22.23,22.69,4.84,10.72,32.74,0.24,0.14,0.15,0.09,0.67
Subfamily,Opheliavirinae,18,13.23,13.42,1.15,7.42,15.39,0.47,0.47,0.09,0.3,0.71
Subfamily,Europavirinae,3,2.93,2.83,0.28,2.65,3.32,0.34,0.38,0.09,0.21,0.42
Subfamily,Surturvirinae,2,6.86,6.86,0.0,6.86,6.86,0.41,0.41,0.0,0.41,0.41
Subfamily,Kiviuqvirinae,3,7.56,7.68,0.47,6.93,8.06,0.47,0.44,0.05,0.44,0.55
Subfamily,Cupidvirinae,6,10.39,10.54,2.02,6.93,13.45,0.39,0.33,0.16,0.23,0.71
Subfamily,Sinopevirinae,14,5.97,6.0,0.67,3.87,7.35,0.56,0.55,0.07,0.43,0.79
Subfamily,Trinculovirinae,6,5.89,6.4,0.97,3.87,6.93,0.41,0.36,0.14,0.26,0.69
Subfamily,Tarvosvirinae,2,8.06,8.06,0.0,8.06,8.06,0.42,0.42,0.0,0.42,0.42
Subfamily,Prometheusvirinae,11,5.75,5.83,0.72,4.36,7.07,0.48,0.48,0.1,0.33,0.71
Subfamily,Pandoravirinae,5,5.47,5.52,0.55,4.36,6.24,0.5,0.47,0.08,0.41,0.64
Subfamily,Helenevirinae,3,4.73,4.8,0.57,4.0,5.39,0.55,0.54,0.09,0.44,0.67
Subfamily,Desdemonavirinae,2,5.74,5.74,0.0,5.74,5.74,0.45,0.45,0.0,0.45,0.45
Subfamily,Suttungrvirinae,6,4.99,5.2,0.78,3.32,6.16,0.54,0.55,0.13,0.31,0.8
Subfamily,Karivirinae,4,6.78,6.48,0.7,6.08,7.81,0.36,0.39,0.08,0.22,0.44
Subfamily,Bebhionnvirinae,3,5.69,5.39,0.57,5.2,6.48,0.41,0.46,0.08,0.29,0.48
Subfamily,Fornjotvirinae,12,6.13,6.32,0.92,3.46,7.68,0.52,0.5,0.11,0.35,0.83
Subfamily,Bergelmirvirinae,3,6.05,6.08,0.31,5.66,6.4,0.41,0.37,0.08,0.35,0.52
Subfamily,Hativirinae,2,6.4,6.4,0.0,6.4,6.4,0.45,0.45,0.0,0.45,0.45
Subfamily,Mirandavirinae,5,4.61,4.74,0.59,3.46,5.39,0.57,0.55,0.09,0.46,0.74
Subfamily,Vanthvirinae,4,7.06,7.02,0.6,6.24,7.75,0.47,0.47,0.06,0.39,0.55
Subfamily,Proteusvirinae,6,5.42,4.9,1.07,4.12,7.0,0.65,0.72,0.14,0.45,0.81
Subfamily,Oberonvirinae,6,5.18,5.0,0.46,4.47,5.83,0.43,0.44,0.08,0.31,0.57
Subfamily,Charonvirinae,2,4.24,4.24,0.0,4.24,4.24,0.57,0.57,0.0,0.57,0.57
Subfamily,Iovirinae,3,2.81,2.83,0.29,2.45,3.16,0.57,0.58,0.05,0.5,0.62
Subfamily,Enceladusvirinae,4,5.15,5.28,0.81,3.74,6.0,0.44,0.39,0.12,0.32,0.66
Subfamily,Gorskivirinae,4,9.39,10.25,1.43,7.14,10.54,0.49,0.44,0.1,0.39,0.7
Subfamily,Bronfenbrennervirinae_1,18,7.09,7.21,1.06,4.0,9.43,0.4,0.39,0.12,0.18,0.75
Subfamily,Bronfenbrennervirinae_2,4,6.88,6.82,0.43,6.4,7.75,0.4,0.41,0.03,0.33,0.42
Subfamily,Bronfenbrennervirinae_3,2,5.74,5.74,0.0,5.74,5.74,0.44,0.44,0.0,0.44,0.44
Subfamily,Pclasvirinae,22,6.62,6.56,1.16,3.61,8.54,0.51,0.52,0.14,0.27,0.85
Subfamily,Nclasvirinae,18,6.21,6.32,0.78,3.87,7.87,0.51,0.49,0.09,0.33,0.77
Subfamily,Chebruvirinae,4,6.4,6.56,0.56,5.2,6.86,0.52,0.49,0.07,0.47,0.68
Subfamily,Bclasvirinae,42,8.37,8.72,1.24,4.24,10.34,0.36,0.32,0.12,0.22,0.8
Subfamily,Deejayvirinae,12,6.67,6.4,1.2,4.58,9.43,0.54,0.52,0.09,0.37,0.76
Subfamily,Kantovirinae,7,5.57,5.48,1.02,2.83,7.0,0.56,0.52,0.09,0.47,0.81
Subfamily,Jameshumphriesvirinae,6,6.06,6.16,0.61,4.47,6.86,0.43,0.44,0.07,0.32,0.62
Subfamily,Sepvirinae_1,15,7.22,7.21,0.92,4.36,9.17,0.47,0.46,0.11,0.27,0.73
Subfamily,Sepvirinae_2,6,6.21,6.08,0.69,5.29,7.35,0.54,0.56,0.1,0.37,0.67
Subfamily,Queuovirinae_1,5,6.51,6.78,0.89,4.36,7.35,0.47,0.44,0.1,0.38,0.7
Subfamily,Queuovirinae_2,5,6.24,6.08,0.55,5.39,7.21,0.56,0.58,0.08,0.39,0.67
Subfamily,Beaumontvirinae,5,6.79,6.89,0.74,5.74,8.0,0.46,0.44,0.09,0.32,0.62
Subfamily,Queuovirinae_3,5,6.05,6.44,1.2,3.61,7.35,0.47,0.42,0.14,0.35,0.76
Subfamily,Jondennisvirinae,6,4.98,4.9,0.78,3.74,6.0,0.54,0.52,0.1,0.43,0.72
Subfamily,Gracegardnervirinae,116,8.88,8.77,0.95,3.46,11.96,0.43,0.44,0.08,0.19,0.92
Subfamily,Guarnerosvirinae,4,5.12,5.1,0.31,4.69,5.48,0.53,0.53,0.04,0.49,0.62
Subfamily,Ceeclamvirinae,20,10.73,9.82,2.25,7.07,15.56,0.55,0.63,0.18,0.18,0.78
Subfamily,Gochnauervirinae,2,5.57,5.57,0.0,5.57,5.57,0.52,0.52,0.0,0.52,0.52
Subfamily,Azeevirinae,16,6.04,6.0,0.76,3.61,7.87,0.51,0.52,0.09,0.29,0.81
Subfamily,Joanripponvirinae,12,11.85,11.98,1.37,7.68,14.25,0.43,0.39,0.1,0.28,0.74
Subfamily,Guernseyvirinae_2,7,5.8,6.0,0.8,4.0,6.78,0.47,0.48,0.1,0.31,0.69
Subfamily,Guernseyvirinae_1,12,5.93,5.92,0.46,5.0,7.35,0.47,0.47,0.06,0.33,0.58
Subfamily,Arquatrovirinae,43,6.93,7.07,0.74,4.12,8.43,0.45,0.43,0.09,0.29,0.79
Subfamily,Iiscvirinae,8,5.89,5.92,0.52,4.36,6.93,0.45,0.45,0.07,0.32,0.66
Subfamily,Dclasvirinae,2,6.08,6.08,0.0,6.08,6.08,0.42,0.42,0.0,0.42,0.42
Subfamily,Hendrixvirinae,13,6.4,6.32,0.78,4.58,8.12,0.47,0.46,0.08,0.28,0.69
Subfamily,Mccleskeyvirinae,5,4.63,4.64,0.38,3.87,5.1,0.54,0.52,0.05,0.48,0.64
Subfamily,Tybeckvirinae,7,8.85,9.22,1.1,5.74,10.39,0.42,0.4,0.09,0.3,0.67
Subfamily,Langleyhallvirinae,7,7.99,8.12,0.69,6.78,9.17,0.43,0.43,0.06,0.31,0.53
Subfamily,Sejongvirinae,5,7.09,7.07,0.85,5.1,8.12,0.52,0.53,0.1,0.38,0.71
Subfamily,Dolichocephalovirinae,8,16.47,17.49,3.04,10.77,19.87,0.31,0.24,0.15,0.17,0.64
Subfamily,Gclasvirinae,15,5.72,6.08,0.91,3.0,6.93,0.51,0.46,0.1,0.38,0.82
Subfamily,Weiservirinae_2,6,6.51,6.86,1.22,4.69,8.12,0.52,0.46,0.14,0.36,0.75
Subfamily,Weiservirinae_1,56,8.02,8.06,1.2,3.32,10.39,0.44,0.44,0.12,0.2,0.87
Subfamily,Eekayvirinae,4,4.37,4.53,0.47,3.46,4.8,0.47,0.46,0.06,0.4,0.59
Subfamily,Azeredovirinae_1,28,7.3,7.45,0.75,3.16,9.11,0.39,0.37,0.09,0.21,0.83
Subfamily,Azeredovirinae_2,16,6.67,6.78,0.78,3.0,7.87,0.46,0.45,0.1,0.31,0.87
Subfamily,Nymbaxtervirinae,16,7.44,7.55,0.88,4.24,9.22,0.45,0.43,0.1,0.26,0.81
Subfamily,Vequintavirinae_1,12,12.2,13.0,1.7,7.42,14.25,0.46,0.41,0.12,0.31,0.77
Subfamily,Vequintavirinae_2,5,12.93,12.25,2.59,9.27,16.64,0.49,0.47,0.1,0.39,0.67
Subfamily,Slopekvirinae_1,38,6.24,6.32,0.9,3.61,8.25,0.39,0.36,0.12,0.18,0.76
Subfamily,Krylovirinae,24,5.4,5.39,0.98,2.65,7.28,0.46,0.42,0.16,0.21,0.86
Subfamily,Beijerinckvirinae,25,4.75,4.69,0.76,2.45,7.0,0.58,0.6,0.12,0.29,0.86
Subfamily,Molineuxvirinae,22,5.62,5.66,0.65,3.32,7.07,0.44,0.43,0.1,0.27,0.75
Subfamily,Colwellvirinae,14,4.97,5.1,0.67,2.83,6.4,0.45,0.43,0.1,0.27,0.76
Subfamily,Slopekvirinae_2,4,4.63,4.83,0.84,3.16,5.48,0.46,0.43,0.11,0.33,0.67
Subfamily,Okabevirinae_3,2,4.9,4.9,0.0,4.9,4.9,0.47,0.47,0.0,0.47,0.47
Subfamily,Melnykvirinae,15,4.73,4.8,0.63,2.45,6.32,0.5,0.49,0.09,0.32,0.82
Subfamily,Okabevirinae_2,5,4.89,5.0,0.53,3.74,5.39,0.41,0.38,0.09,0.31,0.6
Subfamily,Okabevirinae_1,13,5.53,5.61,0.71,3.32,6.86,0.36,0.33,0.1,0.2,0.67
Subfamily,Studiervirinae_1,147,5.96,6.0,0.69,2.45,7.87,0.38,0.37,0.09,0.2,0.88
Subfamily,Studiervirinae_2,3,3.32,3.32,0.55,2.65,4.0,0.55,0.56,0.12,0.41,0.7
Subfamily,Cleopatravirinae,11,6.2,6.24,0.72,4.24,7.55,0.53,0.51,0.09,0.37,0.75
Subfamily,Nefertitivirinae,4,4.81,4.85,0.58,4.0,5.74,0.57,0.57,0.07,0.45,0.67
Subfamily,Markadamsvirinae,75,10.12,10.05,1.57,3.16,16.28,0.53,0.52,0.1,0.3,0.94
Subfamily,Ermolyevavirinae,17,11.0,10.98,2.17,5.66,15.17,0.49,0.51,0.17,0.24,0.84
Subfamily,Tempevirinae_1,58,7.61,7.81,1.1,3.74,9.54,0.42,0.38,0.12,0.24,0.83
Subfamily,Rogunavirinae,19,6.48,6.56,0.9,3.87,8.25,0.51,0.5,0.09,0.32,0.81
Subfamily,Tempevirinae_2,2,6.71,6.71,0.0,6.71,6.71,0.28,0.28,0.0,0.28,0.28
Subfamily,Denniswatsonvirinae,3,3.04,2.83,0.3,2.83,3.46,0.57,0.6,0.08,0.45,0.65
Subfamily,Bastillevirinae_2,13,12.87,13.11,1.62,5.2,15.59,0.35,0.32,0.09,0.24,0.82
Subfamily,Bastillevirinae_1,26,16.56,16.7,3.21,7.42,21.59,0.27,0.21,0.14,0.14,0.74
Subfamily,Brockvirinae,6,12.06,12.85,2.04,8.6,14.93,0.38,0.3,0.12,0.24,0.57
Subfamily,Spounavirinae,5,11.28,12.16,2.25,7.48,13.78,0.37,0.26,0.18,0.21,0.74
Subfamily,Twortvirinae,35,11.82,12.08,3.14,1.73,17.12,0.48,0.52,0.23,0.18,0.98
Subfamily,Coarsevirinae,2,5.0,5.0,0.0,5.0,5.0,0.49,0.49,0.0,0.49,0.49
Subfamily,Crudevirinae,10,6.1,6.24,0.56,4.47,7.14,0.45,0.43,0.08,0.35,0.68
Subfamily,Churivirinae,7,5.94,6.24,0.7,4.58,7.07,0.41,0.37,0.11,0.26,0.6
Subfamily,Cvivirinae,59,10.67,11.05,1.53,5.57,14.76,0.54,0.51,0.12,0.26,0.85
Subfamily,Staniewskivirinae,9,11.08,11.27,1.2,8.12,12.88,0.5,0.48,0.09,0.35,0.73
Subfamily,Rabinowitzvirinae,9,6.65,7.42,1.34,4.12,8.43,0.53,0.46,0.13,0.37,0.79
Subfamily,Bradleyvirinae_2,2,2.24,2.24,0.0,2.24,2.24,0.29,0.29,0.0,0.29,0.29
Subfamily,Bradleyvirinae_1,4,5.9,6.04,0.55,5.0,6.63,0.54,0.51,0.05,0.48,0.62
Subfamily,Rakietenvirinae,16,3.19,3.16,0.43,2.24,4.24,0.53,0.53,0.1,0.31,0.75
Subfamily,Sarlesvirinae_1,10,3.88,4.0,0.42,2.83,4.58,0.51,0.5,0.08,0.38,0.71
Subfamily,Sarlesvirinae_2,2,3.74,3.74,0.0,3.74,3.74,0.44,0.44,0.0,0.44,0.44
Subfamily,Northropvirinae_2,5,4.46,4.18,0.55,3.74,5.39,0.47,0.51,0.09,0.33,0.6
Subfamily,Northropvirinae_1,10,4.12,4.12,0.46,3.16,5.1,0.54,0.53,0.08,0.38,0.7
Subfamily,Picovirinae,5,3.55,3.61,0.6,2.45,4.36,0.58,0.57,0.1,0.43,0.73
Subfamily,Enquatrovirinae,35,7.83,7.94,1.07,4.0,9.95,0.36,0.32,0.11,0.19,0.79
Subfamily,Rhodovirinae,9,6.28,6.24,0.52,5.1,7.42,0.47,0.47,0.07,0.34,0.59
Subfamily,Demetervirinae,8,6.96,6.78,1.27,4.8,9.06,0.44,0.41,0.15,0.2,0.7
Subfamily,Migulavirinae,11,6.55,6.32,0.91,4.0,8.12,0.54,0.58,0.13,0.34,0.75
Subfamily,Pontosvirinae,5,6.38,6.28,0.69,5.2,7.48,0.51,0.51,0.06,0.42,0.59
Subfamily,Humphriesvirinae,7,6.53,6.4,0.61,5.2,7.68,0.49,0.52,0.1,0.3,0.65
Subfamily,Boydwoodruffvirinae,18,13.44,13.75,1.7,7.75,16.22,0.49,0.47,0.09,0.33,0.77
Subfamily,Loccivirinae,9,11.68,11.92,1.32,9.0,13.82,0.43,0.41,0.09,0.32,0.62
Subfamily,Asinivirinae_1,11,7.88,7.94,0.63,6.16,9.06,0.37,0.36,0.07,0.25,0.59
Subfamily,Asinivirinae_2,2,7.81,7.81,0.0,7.81,7.81,0.36,0.36,0.0,0.36,0.36
Subfamily,Tevenvirinae,207,15.39,15.91,2.87,6.32,21.95,0.35,0.3,0.17,0.13,0.85
Subfamily,Loutivirinae,26,8.21,8.37,0.85,5.2,9.8,0.32,0.3,0.09,0.19,0.71
Subfamily,Oafivirinae,8,6.3,6.52,0.84,4.24,7.87,0.4,0.37,0.1,0.26,0.67
Subfamily,Deeyouvirinae,7,8.68,9.43,1.55,5.66,10.39,0.45,0.37,0.14,0.29,0.73
Subfamily,Emilbogenvirinae,20,7.46,7.68,0.91,4.0,9.0,0.47,0.44,0.09,0.36,0.82
Subfamily,Cobavirinae,3,5.0,5.39,0.54,4.24,5.39,0.42,0.36,0.09,0.35,0.54
Subfamily,Ruthgordonvirinae,7,6.56,6.63,0.51,4.8,7.14,0.46,0.43,0.07,0.39,0.7
Subfamily,Beephvirinae,5,5.88,5.87,0.23,5.57,6.32,0.39,0.39,0.05,0.3,0.47
Subfamily,Andrewesvirinae,3,6.3,7.0,0.99,4.9,7.0,0.58,0.54,0.1,0.48,0.72
Subfamily,Trabyvirinae,5,6.12,6.2,0.6,4.8,6.93,0.43,0.39,0.09,0.33,0.64
Subfamily,Skryabinvirinae,2,5.48,5.48,0.0,5.48,5.48,0.41,0.41,0.0,0.41,0.41
Subfamily,Pelczarvirinae,11,3.56,3.61,0.67,1.41,4.8,0.53,0.52,0.14,0.28,0.91
Genus,Benedictvirus,15,5.99,6.16,0.73,4.0,7.55,0.61,0.59,0.07,0.46,0.82
Genus,Fromanvirus_5,2,4.69,4.69,0.0,4.69,4.69,0.7,0.7,0.0,0.7,0.7
Genus,Timshelvirus,3,4.69,4.69,0.09,4.58,4.8,0.72,0.72,0.01,0.71,0.74
Genus,Fromanvirus_4,3,5.03,5.2,0.24,4.69,5.2,0.7,0.69,0.02,0.68,0.73
Genus,Kimonavirus,2,5.74,5.74,0.0,5.74,5.74,0.58,0.58,0.0,0.58,0.58
Genus,Backyardiganvirus,16,5.87,6.0,0.66,3.87,7.55,0.63,0.62,0.07,0.44,0.83
Genus,Fromanvirus_2,4,5.9,6.24,0.9,4.0,6.71,0.61,0.58,0.1,0.51,0.8
Genus,Pukovnikvirus,4,5.98,5.96,0.25,5.57,6.32,0.61,0.61,0.02,0.58,0.65
Genus,Turbidovirus,15,6.77,6.78,0.61,4.36,8.06,0.55,0.55,0.06,0.42,0.78
Genus,Gladiatorvirus,10,6.32,6.4,0.68,4.69,7.42,0.62,0.61,0.07,0.51,0.78
Genus,Luchadorvirus,3,6.2,6.32,0.47,5.57,6.71,0.63,0.61,0.06,0.56,0.71
Genus,Eagleeyevirus,2,6.24,6.24,0.0,6.24,6.24,0.57,0.57,0.0,0.57,0.57
Genus,Veracruzvirus,8,6.11,6.16,0.46,5.0,6.86,0.58,0.58,0.06,0.45,0.68
Genus,Microwolfvirus,6,5.23,5.39,0.74,3.61,6.32,0.69,0.68,0.07,0.57,0.84
Genus,Fromanvirus_3,3,6.15,6.63,0.9,4.9,6.93,0.58,0.54,0.09,0.49,0.71
Genus,Pharaohvirus,3,6.22,6.16,0.14,6.08,6.4,0.55,0.56,0.02,0.52,0.58
Genus,Triavirus_2,6,5.49,5.57,0.39,4.9,6.24,0.58,0.58,0.06,0.48,0.7
Genus,Triavirus_1,10,5.93,6.08,0.63,3.61,7.0,0.55,0.53,0.08,0.43,0.82
Genus,Triavirus_3,2,6.0,6.0,0.0,6.0,6.0,0.52,0.52,0.0,0.52,0.52
Genus,Pbunavirus,35,5.44,5.48,0.54,3.61,7.07,0.71,0.71,0.05,0.56,0.88
Genus,Myosmarvirus,2,5.0,5.0,0.0,5.0,5.0,0.68,0.68,0.0,0.68,0.68
Genus,Carpasinavirus,2,4.69,4.69,0.0,4.69,4.69,0.76,0.76,0.0,0.76,0.76
Genus,Wifcevirus,4,6.55,6.48,0.49,5.83,7.21,0.61,0.63,0.05,0.53,0.66
Genus,Rimavirus,3,4.15,4.24,0.31,3.74,4.47,0.65,0.64,0.03,0.61,0.69
Genus,Mudcatvirus,12,6.39,6.32,0.67,5.1,8.0,0.61,0.62,0.06,0.46,0.77
Genus,Ceduovirus_1,20,4.55,4.58,0.46,2.83,5.74,0.54,0.54,0.07,0.4,0.78
Genus,Ceduovirus_2,14,4.46,4.58,0.63,2.45,5.83,0.54,0.53,0.1,0.35,0.85
Genus,Obolenskvirus_1,4,5.89,5.87,0.3,5.39,6.32,0.6,0.61,0.05,0.54,0.65
Genus,Obolenskvirus_2,3,6.13,6.56,1.05,4.69,7.14,0.58,0.53,0.12,0.46,0.74
Genus,Kunmingvirus,2,5.66,5.66,0.0,5.66,5.66,0.65,0.65,0.0,0.65,0.65
Genus,Pankowvirus,5,6.05,6.16,0.59,5.2,6.93,0.59,0.58,0.07,0.49,0.68
Genus,Fernvirus,17,5.34,5.39,0.8,3.16,6.78,0.62,0.61,0.09,0.48,0.84
Genus,Skatevirus,7,6.4,6.32,0.41,5.66,7.35,0.56,0.56,0.04,0.49,0.63
Genus,Cedarrivervirus,2,7.0,7.0,0.0,7.0,7.0,0.48,0.48,0.0,0.48,0.48
Genus,Deseoctovirus,2,6.16,6.16,0.0,6.16,6.16,0.51,0.51,0.0,0.51,0.51
Genus,Montyvirus,10,6.02,6.0,0.67,4.58,7.68,0.66,0.66,0.07,0.5,0.8
Genus,Demosthenesvirus,2,4.36,4.36,0.0,4.36,4.36,0.67,0.67,0.0,0.67,0.67
Genus,Getseptimavirus,2,4.47,4.47,0.0,4.47,4.47,0.7,0.7,0.0,0.7,0.7
Genus,Lastavirus,2,4.47,4.47,0.0,4.47,4.47,0.58,0.58,0.0,0.58,0.58
Genus,Cimandefvirus,5,5.79,5.96,0.56,4.8,6.78,0.51,0.49,0.07,0.39,0.63
Genus,Gervaisevirus,2,5.57,5.57,0.0,5.57,5.57,0.58,0.58,0.0,0.58,0.58
Genus,Vhmlvirus,2,4.12,4.12,0.0,4.12,4.12,0.7,0.7,0.0,0.7,0.7
Genus,Marthavirus,8,5.69,5.83,0.65,4.36,6.63,0.58,0.57,0.07,0.46,0.72
Genus,Ponsvirus,7,5.5,5.48,0.37,4.69,6.16,0.61,0.61,0.05,0.51,0.71
Genus,Emalynvirus,4,4.99,4.95,0.25,4.69,5.39,0.59,0.61,0.03,0.55,0.62
Genus,Mapvirus,2,4.0,4.0,0.0,4.0,4.0,0.68,0.68,0.0,0.68,0.68
Genus,Lambdavirus,4,5.38,5.29,0.14,5.29,5.66,0.61,0.61,0.02,0.56,0.63
Genus,Jouyvirus,6,5.55,5.66,0.71,4.36,6.93,0.59,0.58,0.07,0.43,0.71
Genus,Colneyvirus_1,2,5.83,5.83,0.0,5.83,5.83,0.62,0.62,0.0,0.62,0.62
Genus,Colneyvirus_2,2,6.24,6.24,0.0,6.24,6.24,0.54,0.54,0.0,0.54,0.54
Genus,Yongloolinvirus,3,6.16,6.0,0.28,5.92,6.56,0.58,0.57,0.01,0.57,0.59
Genus,Galaxyvirus,4,5.22,5.61,0.94,3.16,5.83,0.58,0.54,0.11,0.51,0.81
Genus,Coralvirus,2,4.69,4.69,0.0,4.69,4.69,0.66,0.66,0.0,0.66,0.66
Genus,Sargevirus,2,5.66,5.66,0.0,5.66,5.66,0.54,0.54,0.0,0.54,0.54
Genus,Kumottavirus,2,4.58,4.58,0.0,4.58,4.58,0.65,0.65,0.0,0.65,0.65
Genus,Richievirus,5,6.96,7.14,0.56,6.0,7.62,0.5,0.49,0.05,0.45,0.59
Genus,Skunavirus_1,67,5.52,5.57,0.63,1.73,7.35,0.56,0.55,0.07,0.37,0.96
Genus,Skunavirus_5,3,4.24,4.12,0.25,4.0,4.58,0.7,0.71,0.03,0.66,0.74
Genus,Skunavirus_2,15,5.16,5.2,0.53,3.74,6.32,0.58,0.57,0.06,0.45,0.75
Genus,Skunavirus_4,3,5.76,5.74,0.32,5.39,6.16,0.54,0.51,0.05,0.5,0.6
Genus,Skunavirus_3,4,5.19,5.1,0.28,4.9,5.66,0.57,0.57,0.02,0.54,0.6
Genus,Ilzatvirus,6,4.84,4.9,0.52,3.61,5.66,0.61,0.62,0.07,0.5,0.77
Genus,Kojivirus,3,5.09,5.2,0.21,4.8,5.29,0.56,0.53,0.05,0.52,0.63
Genus,Adaiavirus,2,2.0,2.0,0.0,2.0,2.0,0.75,0.75,0.0,0.75,0.75
Genus,Emperorvirus,2,3.32,3.32,0.0,3.32,3.32,0.54,0.54,0.0,0.54,0.54
Genus,Coeurvirus,2,2.83,2.83,0.0,2.83,2.83,0.62,0.62,0.0,0.62,0.62
Genus,Saphexavirus_1,2,6.56,6.56,0.0,6.56,6.56,0.48,0.48,0.0,0.48,0.48
Genus,Saphexavirus_2,2,6.86,6.86,0.0,6.86,6.86,0.48,0.48,0.0,0.48,0.48
Genus,Dhillonvirus,6,5.09,5.1,0.36,4.36,5.66,0.58,0.57,0.04,0.53,0.67
Genus,Uetakevirus,2,4.58,4.58,0.0,4.58,4.58,0.54,0.54,0.0,0.54,0.54
Genus,Burrovirus,2,4.12,4.12,0.0,4.12,4.12,0.54,0.54,0.0,0.54,0.54
Genus,Ikedavirus,2,3.74,3.74,0.0,3.74,3.74,0.66,0.66,0.0,0.66,0.66
Genus,Halcyonevirus,4,5.61,5.87,0.75,4.58,6.4,0.62,0.58,0.08,0.52,0.74
Genus,Rockefellervirus,3,5.73,5.57,0.68,5.0,6.63,0.56,0.6,0.08,0.45,0.64
Genus,Trigintaduovirus,2,4.47,4.47,0.0,4.47,4.47,0.67,0.67,0.0,0.67,0.67
Genus,Colunavirus,2,4.58,4.58,0.0,4.58,4.58,0.66,0.66,0.0,0.66,0.66
Genus,Chidieberevirus,2,5.74,5.74,0.0,5.74,5.74,0.64,0.64,0.0,0.64,0.64
Genus,Kroosvirus,7,5.57,5.48,0.71,3.87,6.93,0.66,0.66,0.07,0.54,0.83
Genus,Vividuovirus,19,6.86,6.93,0.74,4.47,8.66,0.54,0.53,0.08,0.35,0.79
Genus,Zitchvirus,3,5.59,5.48,0.23,5.39,5.92,0.61,0.61,0.02,0.58,0.63
Genus,Leonardvirus,4,5.91,6.19,0.77,4.9,6.71,0.59,0.56,0.09,0.5,0.71
Genus,Wizardvirus,18,6.65,6.71,0.68,4.9,8.31,0.59,0.59,0.07,0.42,0.77
Genus,Nonanavirus,2,6.08,6.08,0.0,6.08,6.08,0.49,0.49,0.0,0.49,0.49
Genus,Attisvirus,8,6.02,6.16,0.91,4.0,7.28,0.57,0.56,0.1,0.41,0.79
Genus,Fairfaxidumvirus,3,5.09,5.2,0.21,4.8,5.29,0.66,0.65,0.02,0.64,0.69
Genus,Jujuvirus,4,6.87,6.71,0.4,6.48,7.48,0.49,0.49,0.05,0.42,0.56
Genus,Beenievirus_1,7,5.8,5.74,0.77,4.47,7.0,0.61,0.61,0.09,0.47,0.75
Genus,Beenievirus_2,2,6.4,6.4,0.0,6.4,6.4,0.51,0.51,0.0,0.51,0.51
Genus,Moineauvirus_1,41,4.31,4.36,0.55,2.24,5.74,0.63,0.63,0.07,0.42,0.88
Genus,Brussowvirus_1,16,4.61,4.69,0.54,3.0,5.74,0.59,0.58,0.07,0.47,0.79
Genus,Moineauvirus_2,28,4.64,4.69,0.62,1.73,6.16,0.6,0.59,0.08,0.44,0.93
Genus,Brussowvirus_2,11,5.17,5.2,0.59,3.32,6.56,0.55,0.53,0.07,0.41,0.78
Genus,Brussowvirus_3,3,5.83,5.83,0.07,5.74,5.92,0.49,0.5,0.02,0.46,0.52
Genus,Moineauvirus_3,6,5.13,5.1,0.52,4.24,6.24,0.55,0.57,0.07,0.39,0.65
Genus,Piorkowskivirus,5,4.15,3.99,0.77,3.16,5.39,0.65,0.67,0.1,0.48,0.78
Genus,Moineauvirus_4,4,5.33,5.47,1.19,3.46,6.71,0.5,0.47,0.16,0.32,0.77
Genus,Moineauvirus_5,2,5.74,5.74,0.0,5.74,5.74,0.5,0.5,0.0,0.5,0.5
Genus,Vansinderenvirus_1,8,4.38,4.18,0.59,3.32,5.74,0.65,0.66,0.08,0.47,0.78
Genus,Vansinderenvirus_2,2,5.1,5.1,0.0,5.1,5.1,0.54,0.54,0.0,0.54,0.54
Genus,Foussvirus,2,3.74,3.74,0.0,3.74,3.74,0.63,0.63,0.0,0.63,0.63
Genus,Lirvirus,2,4.58,4.58,0.0,4.58,4.58,0.52,0.52,0.0,0.52,0.52
Genus,Tritonvirus,2,3.61,3.61,0.0,3.61,3.61,0.68,0.68,0.0,0.68,0.68
Genus,Tangaroavirus,3,4.37,4.36,0.51,3.74,5.0,0.56,0.57,0.09,0.46,0.67
Genus,Chivirus,15,5.57,5.57,0.58,4.24,6.86,0.63,0.63,0.07,0.47,0.77
