rank,clade,n,intra_avg_euclidean,intra_median_euclidean,intra_std_euclidean,intra_min_euclidean,intra_max_euclidean,intra_avg_shared_proteins,intra_median_shared_proteins,intra_std_shared_proteins,intra_min_shared_proteins,intra_max_shared_proteins
Family,Naronviridae,4,7.3,7.81,1.49,4.0,8.25,0.25,0.17,0.19,0.14,0.67
Family,Sigsauerviridae,2,3.16,3.16,0.0,3.16,3.16,0.67,0.67,0.0,0.67,0.67
Family,Umbäässaviridae,2,6.71,6.71,0.0,6.71,6.71,0.15,0.15,0.0,0.15,0.15
Family,Rowlingviridae,2,6.78,6.78,0.0,6.78,6.78,0.1,0.1,0.0,0.1,0.1
Family,Ganjaviridae,4,10.0,10.04,0.89,8.54,11.31,0.13,0.13,0.02,0.11,0.16
Family,Asyeviridae,3,5.94,7.0,1.65,3.61,7.21,0.34,0.19,0.22,0.18,0.65
Family,Wadirumviridae,2,8.89,8.89,0.0,8.89,8.89,0.16,0.16,0.0,0.16,0.16
Family,Leteviridae,2,6.63,6.63,0.0,6.63,6.63,0.15,0.15,0.0,0.15,0.15
Family,Beliviridae,2,3.0,3.0,0.0,3.0,3.0,0.36,0.36,0.0,0.36,0.36
Family,Aoedeviridae,3,4.43,4.58,0.62,3.61,5.1,0.61,0.6,0.09,0.5,0.72
Family,Tarvosviridae,3,7.84,7.87,0.73,6.93,8.72,0.52,0.53,0.03,0.48,0.54
Family,Lightbulbviridae,2,5.2,5.2,0.0,5.2,5.2,0.69,0.69,0.0,0.69,0.69
Family,Methoneviridae,2,5.92,5.92,0.0,5.92,5.92,0.44,0.44,0.0,0.44,0.44
Family,Fenrirviridae,2,5.57,5.57,0.0,5.57,5.57,0.38,0.38,0.0,0.38,0.38
Family,Arbalestviridae,118,8.94,8.83,0.99,3.16,11.83,0.42,0.43,0.09,0.18,0.91
Family,Khandaviridae,5,6.72,7.14,0.82,5.29,7.68,0.38,0.32,0.11,0.26,0.6
Family,Kilijviridae,19,11.81,10.34,2.85,7.62,15.72,0.55,0.63,0.18,0.33,0.8
Family,Bo-Shurikenviridae,28,7.86,7.94,1.3,3.46,10.63,0.27,0.24,0.13,0.12,0.77
Family,Kamaviridae,8,5.73,5.7,0.77,4.36,7.0,0.57,0.58,0.09,0.41,0.72
Family,Tepoztliviridae,7,6.2,6.08,0.53,4.69,7.14,0.47,0.47,0.07,0.37,0.7
Family,Onoviridae,7,7.97,7.94,0.59,6.71,9.06,0.42,0.43,0.06,0.32,0.54
Family,Sodegaramiviridae,5,5.79,5.83,0.16,5.48,6.0,0.38,0.37,0.05,0.28,0.46
Family,Bowieviridae,26,14.99,15.84,2.77,7.0,19.0,0.27,0.2,0.16,0.1,0.77
Family,Hwandoviridae,2,8.77,8.77,0.0,8.77,8.77,0.16,0.16,0.0,0.16,0.16
Family,Cannonballviridae,24,7.31,7.42,0.97,3.74,9.27,0.35,0.33,0.11,0.15,0.79
Family,Culverinviridae,20,6.14,6.24,0.76,3.46,7.62,0.44,0.41,0.12,0.21,0.75
Family,Atlatlviridae,62,8.14,8.37,1.12,3.61,10.15,0.41,0.39,0.12,0.2,0.87
Family,Jambiyaviridae,9,8.41,9.22,1.64,4.69,10.34,0.4,0.3,0.16,0.23,0.76
Family,Kalisviridae,9,9.44,9.59,1.76,4.58,11.96,0.35,0.35,0.14,0.17,0.69
Family,Kamikazeviridae,9,6.68,7.04,1.17,3.61,8.0,0.3,0.25,0.17,0.12,0.7
Family,Khopeshviridae,8,16.75,17.92,3.02,10.68,20.25,0.3,0.22,0.15,0.15,0.64
Family,Kukriviridae,8,13.85,16.57,5.17,7.0,19.75,0.39,0.24,0.2,0.18,0.7
Family,Lassoviridae,7,6.72,6.86,1.13,4.58,8.19,0.47,0.48,0.16,0.24,0.74
Family,Bazookaviridae,42,8.57,8.89,1.19,4.12,10.86,0.34,0.3,0.12,0.19,0.8
Family,Voulgeviridae,2,6.0,6.0,0.0,6.0,6.0,0.29,0.29,0.0,0.29,0.29
Family,Iklwaviridae,15,6.09,6.48,0.96,3.32,7.28,0.45,0.4,0.12,0.3,0.78
Family,Makriggaviridae,12,6.65,6.93,1.09,4.12,8.25,0.41,0.36,0.12,0.26,0.75
Family,Autosignataviridae,36,5.95,6.0,0.88,2.83,7.87,0.37,0.35,0.12,0.19,0.81
Family,Chaseviridae,15,7.02,7.28,1.0,4.47,8.54,0.41,0.42,0.13,0.22,0.72
Family,Drexlerviridae,113,8.33,8.72,1.17,3.74,10.54,0.34,0.3,0.12,0.07,0.84
Family,Herelleviridae_3,7,11.94,12.73,1.85,8.12,13.82,0.32,0.29,0.17,0.05,0.62
Family,Herelleviridae_4,5,11.14,11.98,2.19,7.75,13.71,0.39,0.28,0.17,0.25,0.74
Family,Intestiviridae,22,6.97,7.0,0.73,4.69,8.72,0.29,0.28,0.09,0.14,0.66
Family,Lakviridae,4,44.31,44.25,31.05,11.92,76.87,0.41,0.38,0.12,0.29,0.6
Family,Rountreeviridae_2,15,3.8,3.87,0.59,2.24,5.1,0.48,0.5,0.15,0.19,0.81
Family,Salasmaviridae,15,4.46,4.58,0.7,2.45,6.08,0.47,0.46,0.13,0.23,0.79
Family,Schitoviridae_2,9,5.94,6.0,0.52,4.9,7.14,0.51,0.5,0.07,0.35,0.65
Family,Schitoviridae_3,14,6.98,7.07,0.65,5.1,8.43,0.5,0.51,0.07,0.36,0.68
Family,Stanwilliamsviridae,27,14.69,15.2,2.45,7.42,18.49,0.35,0.36,0.15,0.15,0.76
Family,Steigviridae,15,8.52,8.49,0.85,6.32,10.58,0.32,0.32,0.1,0.13,0.67
Family,Vilmaviridae_1,26,9.59,9.17,1.94,5.48,12.69,0.38,0.43,0.17,0.16,0.77
Family,Zierdtviridae_1,6,6.64,6.56,0.97,5.29,8.19,0.51,0.57,0.14,0.3,0.65
Family,Zierdtviridae_2,20,7.33,7.55,0.81,4.24,8.66,0.48,0.45,0.09,0.36,0.8
Family,Zobellviridae_3,4,5.04,5.1,0.33,4.47,5.48,0.43,0.42,0.08,0.34,0.56
Family,Andrewesviridae,3,6.55,7.42,1.32,4.69,7.55,0.53,0.46,0.13,0.41,0.7
Family,Guarnerosviridae,2,7.21,7.21,0.0,7.21,7.21,0.16,0.16,0.0,0.16,0.16
Subfamily,Titaniavirinae,34,4.84,4.9,0.54,2.65,6.32,0.52,0.51,0.08,0.31,0.83
Subfamily,Majritivirinae,7,6.48,5.66,1.6,4.9,9.49,0.5,0.6,0.2,0.16,0.69
Subfamily,Poltergeistvirinae,6,5.84,5.0,1.41,4.47,8.12,0.47,0.59,0.21,0.17,0.66
Subfamily,Awasisvirinae,3,6.15,7.21,1.7,3.74,7.48,0.33,0.16,0.26,0.14,0.7
Subfamily,Caleuchevirinae,3,5.65,6.24,0.84,4.47,6.24,0.29,0.18,0.18,0.13,0.54
Subfamily,Kerberosvirinae,3,6.18,6.32,0.68,5.29,6.93,0.4,0.38,0.08,0.31,0.51
Subfamily,Bergelmirvirinae,2,6.4,6.4,0.0,6.4,6.4,0.33,0.33,0.0,0.33,0.33
Subfamily,Indépendancevirinae,2,6.56,6.56,0.0,6.56,6.56,0.2,0.2,0.0,0.2,0.2
Subfamily,Greipvirinae,2,6.56,6.56,0.0,6.56,6.56,0.31,0.31,0.0,0.31,0.31
Subfamily,Epimetheusvirinae,8,7.34,7.52,0.96,5.2,8.6,0.44,0.42,0.12,0.26,0.66
Subfamily,Ilmarëvirinae,13,6.98,7.14,0.92,3.32,8.37,0.46,0.43,0.11,0.29,0.85
Subfamily,Iapetusvirinae,25,6.65,6.71,0.62,4.36,8.31,0.55,0.55,0.07,0.38,0.8
Subfamily,Rocinantevirinae,28,6.06,5.1,2.11,2.65,9.95,0.5,0.6,0.23,0.09,0.86
Subfamily,Blériotvirinae,5,6.05,6.08,0.58,5.1,7.28,0.57,0.58,0.06,0.45,0.67
Subfamily,Carpovirinae,9,7.3,7.42,0.82,4.69,8.49,0.65,0.66,0.07,0.51,0.85
Subfamily,Prosperovirinae,6,11.56,12.08,1.16,7.94,12.85,0.44,0.41,0.08,0.36,0.69
Subfamily,Proteusvirinae,14,6.17,6.16,0.55,4.9,7.55,0.52,0.51,0.06,0.4,0.66
Subfamily,Nereidvirinae,12,6.11,6.36,0.91,3.32,7.55,0.53,0.51,0.11,0.33,0.85
Subfamily,Weywotvirinae,11,5.49,5.57,0.7,3.46,6.71,0.49,0.49,0.11,0.27,0.79
Subfamily,Siarnaqvirinae,6,5.4,5.48,0.83,3.87,6.78,0.47,0.45,0.12,0.31,0.66
Subfamily,Guaranivirinae,4,5.68,5.62,0.88,4.58,6.93,0.32,0.32,0.19,0.11,0.56
Subfamily,Yvagavirinae,4,6.99,7.61,1.67,3.32,8.25,0.27,0.17,0.24,0.13,0.8
Subfamily,Anankevirinae,5,6.17,5.92,1.17,4.36,7.87,0.55,0.59,0.14,0.36,0.76
Subfamily,Galateavirinae,9,7.32,7.48,0.68,5.48,8.25,0.44,0.43,0.07,0.33,0.63
Subfamily,Albiorixvirinae,5,4.83,5.1,0.68,3.87,5.57,0.54,0.53,0.12,0.39,0.7
Subfamily,Suttungrvirinae,3,5.63,5.74,0.56,4.9,6.24,0.41,0.42,0.07,0.32,0.49
Subfamily,Saffarvirinae,8,5.51,5.56,1.26,3.74,7.48,0.43,0.53,0.22,0.15,0.7
Subfamily,Erinomevirinae,2,6.86,6.86,0.0,6.86,6.86,0.39,0.39,0.0,0.39,0.39
Subfamily,Staburagsvirinae,2,3.87,3.87,0.0,3.87,3.87,0.66,0.66,0.0,0.66,0.66
Subfamily,Ersavirinae,2,8.25,8.25,0.0,8.25,8.25,0.41,0.41,0.0,0.41,0.41
Subfamily,Aegaeonvirinae,5,4.9,4.85,0.39,4.36,5.48,0.59,0.59,0.05,0.53,0.69
Subfamily,Earhartvirinae,5,7.17,7.55,1.06,4.9,8.19,0.62,0.59,0.1,0.5,0.83
Subfamily,Bocaprinsvirinae,5,7.71,6.56,2.55,4.47,10.95,0.44,0.53,0.27,0.12,0.81
Subfamily,Angrbodavirinae,2,7.0,7.0,0.0,7.0,7.0,0.35,0.35,0.0,0.35,0.35
Subfamily,Telestovirinae,4,6.37,6.36,0.79,5.2,7.35,0.55,0.53,0.08,0.45,0.67
Subfamily,Ymirvirinae,4,10.31,10.46,1.14,8.25,11.75,0.53,0.53,0.06,0.45,0.62
Subfamily,Arkasvirinae,4,6.71,6.7,0.56,6.08,7.68,0.61,0.61,0.07,0.49,0.68
Subfamily,Tarqeqvirinae,3,8.46,8.89,0.64,7.55,8.94,0.53,0.52,0.08,0.43,0.64
Subfamily,Narvivirinae,3,3.91,3.87,0.26,3.61,4.24,0.39,0.38,0.07,0.31,0.48
Subfamily,Taphaovirinae,6,18.13,21.79,5.57,10.44,23.96,0.25,0.05,0.25,0.04,0.63
Subfamily,Melquíadesvirinae,3,12.54,12.49,0.33,12.17,12.96,0.13,0.13,0.02,0.1,0.14
Subfamily,Velesvirinae,3,7.62,7.62,0.11,7.48,7.75,0.19,0.19,0.01,0.17,0.19
Subfamily,Mintomevirinae,2,4.36,4.36,0.0,4.36,4.36,0.63,0.63,0.0,0.63,0.63
Subfamily,Togevirinae,2,4.0,4.0,0.0,4.0,4.0,0.65,0.65,0.0,0.65,0.65
Subfamily,Harriotvirinae,2,7.42,7.42,0.0,7.42,7.42,0.57,0.57,0.0,0.57,0.57
Subfamily,Branvirinae,2,7.28,7.28,0.0,7.28,7.28,0.18,0.18,0.0,0.18,0.18
Subfamily,Hypatiavirinae,2,5.57,5.57,0.0,5.57,5.57,0.57,0.57,0.0,0.57,0.57
Subfamily,Peitrussvirinae,2,3.61,3.61,0.0,3.61,3.61,0.8,0.8,0.0,0.8,0.8
Subfamily,Umbrielvirinae,22,5.26,5.39,0.66,3.0,6.56,0.61,0.6,0.08,0.46,0.87
Subfamily,Logevirinae,2,5.92,5.92,0.0,5.92,5.92,0.4,0.4,0.0,0.4,0.4
Subfamily,Tethysvirinae,19,6.02,5.92,1.02,3.87,8.89,0.52,0.53,0.11,0.24,0.78
Subfamily,Dysnomiavirinae,18,7.17,7.21,0.56,5.74,8.49,0.44,0.43,0.07,0.28,0.65
Subfamily,Geirrodvirinae,2,7.21,7.21,0.0,7.21,7.21,0.44,0.44,0.0,0.44,0.44
Subfamily,Pasiphaevirinae,6,5.71,5.48,1.62,3.0,8.06,0.55,0.61,0.19,0.28,0.85
Subfamily,Moonvirinae,47,8.21,8.37,0.96,4.12,10.3,0.39,0.37,0.1,0.23,0.8
Subfamily,Mirandavirinae,17,6.35,6.2,1.09,3.61,8.66,0.56,0.58,0.12,0.3,0.83
Subfamily,Europavirinae,39,7.75,8.12,1.22,3.46,9.54,0.42,0.37,0.13,0.24,0.87
Subfamily,Arionvirinae,4,6.98,7.08,1.66,4.58,8.83,0.49,0.47,0.2,0.27,0.77
Subfamily,Adrasteavirinae,4,6.69,6.63,0.52,6.08,7.55,0.4,0.4,0.05,0.3,0.46
Subfamily,Vanthvirinae,17,7.28,7.35,1.14,3.74,9.43,0.48,0.45,0.14,0.26,0.81
Subfamily,Rosalindvirinae,7,9.69,9.8,0.74,7.68,10.86,0.49,0.48,0.05,0.41,0.64
Subfamily,Enceladusvirinae,18,13.03,13.04,1.15,8.12,15.52,0.47,0.48,0.09,0.3,0.72
Subfamily,Alvaldivirinae,2,6.56,6.56,0.0,6.56,6.56,0.31,0.31,0.0,0.31,0.31
Subfamily,Laomedeiavirinae,5,5.92,6.16,0.77,4.0,6.63,0.38,0.35,0.11,0.28,0.65
Subfamily,Portiavirinae,8,6.23,6.2,0.88,4.58,7.81,0.52,0.5,0.07,0.42,0.67
Subfamily,Ledavirinae,4,5.64,5.61,0.46,5.0,6.32,0.52,0.53,0.05,0.44,0.58
Subfamily,Amaltheavirinae,9,6.03,6.16,0.94,3.74,7.35,0.52,0.51,0.12,0.32,0.77
Subfamily,Naiadvirinae,6,6.95,6.93,0.53,6.08,7.75,0.51,0.52,0.05,0.43,0.61
Subfamily,Iolausvirinae,2,4.47,4.47,0.0,4.47,4.47,0.71,0.71,0.0,0.71,0.71
Subfamily,Pandoravirinae,7,6.69,6.93,1.1,4.9,8.37,0.44,0.41,0.15,0.24,0.7
Subfamily,Thalassavirinae,7,6.18,6.16,0.96,4.0,7.62,0.52,0.52,0.12,0.35,0.74
Subfamily,Mnemevirinae,7,5.38,5.39,0.48,4.47,6.24,0.6,0.6,0.05,0.52,0.69
Subfamily,Metisvirinae,6,6.28,6.56,0.84,4.24,7.81,0.48,0.45,0.1,0.31,0.73
Subfamily,Charonvirinae,23,6.43,6.48,0.72,4.12,8.12,0.49,0.49,0.08,0.3,0.78
Subfamily,Actaeavirinae,11,6.19,6.63,0.99,4.8,7.81,0.49,0.43,0.13,0.3,0.68
Subfamily,Thiazzivirinae,2,5.39,5.39,0.0,5.39,5.39,0.5,0.5,0.0,0.5,0.5
Subfamily,Hi'iakavirinae,12,4.47,4.42,0.52,3.46,6.08,0.62,0.63,0.07,0.42,0.77
Subfamily,Desdemonavirinae,7,7.31,7.48,0.61,5.83,8.12,0.48,0.47,0.07,0.38,0.63
Subfamily,Ferdinandvirinae,4,6.22,6.63,0.97,4.24,7.07,0.47,0.45,0.11,0.36,0.69
Subfamily,Surturvirinae,2,6.16,6.16,0.0,6.16,6.16,0.44,0.44,0.0,0.44,0.44
Subfamily,Skrymirvirinae,2,5.66,5.66,0.0,5.66,5.66,0.51,0.51,0.0,0.51,0.51
Subfamily,Sinopevirinae,5,6.54,6.82,0.46,5.57,7.0,0.49,0.49,0.09,0.39,0.63
Subfamily,Valetudovirinae,5,6.56,6.52,0.72,5.39,7.62,0.61,0.63,0.08,0.5,0.72
Subfamily,Noifasuivirinae,2,3.74,3.74,0.0,3.74,3.74,0.76,0.76,0.0,0.76,0.76
Subfamily,Callirrhoevirinae,3,6.09,6.24,0.52,5.39,6.63,0.42,0.39,0.07,0.35,0.51
Subfamily,Madriuvirinae,5,5.82,5.83,0.28,5.39,6.24,0.62,0.62,0.03,0.57,0.67
Subfamily,Himaliavirinae,9,6.56,6.89,1.01,4.12,7.94,0.49,0.46,0.13,0.3,0.78
Subfamily,Gunnlodvirinae,2,7.07,7.07,0.0,7.07,7.07,0.41,0.41,0.0,0.41,0.41
Subfamily,Despinavirinae,9,7.57,7.68,0.76,6.0,8.83,0.41,0.39,0.08,0.31,0.59
Subfamily,Thebevirinae,8,7.06,7.18,0.69,5.39,8.12,0.46,0.45,0.09,0.32,0.67
Subfamily,Styxvirinae,3,7.02,7.21,0.33,6.56,7.28,0.45,0.47,0.07,0.36,0.52
Subfamily,Gerdvirinae,2,5.83,5.83,0.0,5.83,5.83,0.4,0.4,0.0,0.4,0.4
Subfamily,Euphemevirinae,7,5.12,5.1,0.52,4.0,6.4,0.59,0.59,0.06,0.45,0.72
Subfamily,Perditavirinae,4,6.2,6.2,0.53,5.39,6.86,0.4,0.39,0.07,0.31,0.5
Subfamily,Paaliaqvirinae,4,6.93,7.14,0.91,5.0,7.81,0.4,0.35,0.12,0.31,0.66
Subfamily,Peggyvirinae,5,4.57,4.47,0.4,4.12,5.1,0.6,0.6,0.05,0.53,0.67
Subfamily,Pallenevirinae,2,5.0,5.0,0.0,5.0,5.0,0.44,0.44,0.0,0.44,0.44
Subfamily,Harpalykevirinae,2,5.29,5.29,0.0,5.29,5.29,0.44,0.44,0.0,0.44,0.44
Subfamily,Nixvirinae,5,5.83,6.08,0.82,4.36,6.71,0.42,0.43,0.13,0.28,0.67
Subfamily,Jarnsaxavirinae,2,7.42,7.42,0.0,7.42,7.42,0.33,0.33,0.0,0.33,0.33
Subfamily,Skathivirinae,3,5.94,5.74,0.27,5.74,6.32,0.41,0.4,0.03,0.38,0.45
Subfamily,Biancavirinae,6,6.12,6.56,0.95,3.87,7.42,0.44,0.35,0.14,0.31,0.74
Subfamily,Atlasvirinae,5,9.47,10.32,1.59,6.71,11.27,0.45,0.38,0.15,0.3,0.71
Subfamily,Ijiraqvirinae,3,7.62,7.62,0.11,7.48,7.75,0.48,0.47,0.03,0.45,0.51
Subfamily,Oberonvirinae,27,7.53,7.62,1.09,3.87,9.43,0.47,0.45,0.11,0.29,0.81
Subfamily,Janusvirinae,10,7.65,8.06,1.12,5.1,8.94,0.38,0.33,0.13,0.25,0.67
Subfamily,Arielvirinae,20,6.91,6.71,1.17,4.8,9.85,0.56,0.58,0.13,0.25,0.77
Subfamily,Setebosvirinae,6,5.59,5.74,0.79,3.32,6.56,0.55,0.52,0.09,0.47,0.82
Subfamily,Thrymrvirinae,3,4.69,4.58,0.15,4.58,4.9,0.47,0.47,0.02,0.44,0.5
Subfamily,Nesovirinae,6,6.24,6.4,0.65,5.1,7.14,0.38,0.35,0.08,0.3,0.55
Subfamily,Alefvirinae,2,4.8,4.8,0.0,4.8,4.8,0.59,0.59,0.0,0.59,0.59
Subfamily,Panvirinae,4,5.64,5.66,0.42,5.0,6.24,0.54,0.54,0.04,0.49,0.59
Subfamily,Mabvirinae,4,6.5,6.4,0.54,5.83,7.42,0.41,0.42,0.07,0.3,0.5
Subfamily,Kavianvirinae,2,3.74,3.74,0.0,3.74,3.74,0.7,0.7,0.0,0.7,0.7
Subfamily,Helenevirinae,5,6.79,6.86,0.39,6.08,7.48,0.32,0.3,0.06,0.24,0.42
Subfamily,Kalykevirinae,3,5.65,5.66,0.29,5.29,6.0,0.44,0.43,0.04,0.39,0.49
Subfamily,Karivirinae,3,4.89,5.0,0.31,4.47,5.2,0.46,0.45,0.03,0.43,0.5
Subfamily,Praxidikevirinae,3,9.23,9.17,0.4,8.77,9.75,0.39,0.37,0.07,0.32,0.48
Subfamily,Churavirinae,2,7.75,7.75,0.0,7.75,7.75,0.76,0.76,0.0,0.76,0.76
Subfamily,Dulcineavirinae,35,5.5,5.48,0.61,3.32,7.28,0.7,0.7,0.06,0.53,0.89
Subfamily,Sycoraxvirinae,10,7.92,8.25,1.24,4.58,9.7,0.4,0.35,0.13,0.28,0.74
Subfamily,Smertriosvirinae,2,6.86,6.86,0.0,6.86,6.86,0.33,0.33,0.0,0.33,0.33
Subfamily,Deimosvirinae,3,6.34,6.56,0.64,5.48,7.0,0.42,0.39,0.09,0.34,0.54
Subfamily,Anthevirinae,5,11.66,11.02,1.78,9.33,14.53,0.41,0.46,0.15,0.22,0.62
Subfamily,Franciscovirinae,4,4.93,4.89,0.57,4.24,5.66,0.45,0.45,0.11,0.29,0.59
Subfamily,Euanthevirinae,2,6.86,6.86,0.0,6.86,6.86,0.39,0.39,0.0,0.39,0.39
Subfamily,Erriapusvirinae,3,6.81,7.14,0.52,6.08,7.21,0.52,0.52,0.05,0.45,0.58
Subfamily,Eburoniavirinae,4,13.55,14.35,2.15,8.94,15.23,0.32,0.26,0.13,0.24,0.61
Subfamily,Bestlavirinae,3,6.31,6.48,0.35,5.83,6.63,0.47,0.45,0.04,0.43,0.52
Subfamily,Nakanbévirinae,4,7.23,7.1,1.9,5.1,9.43,0.39,0.38,0.23,0.14,0.64
Subfamily,Mundilfarivirinae,3,5.0,5.57,0.99,3.61,5.83,0.48,0.4,0.14,0.36,0.68
Subfamily,Aegirvirinae,2,7.48,7.48,0.0,7.48,7.48,0.42,0.42,0.0,0.42,0.42
Subfamily,Orbitarvirinae,4,5.49,5.87,1.03,3.61,6.56,0.39,0.33,0.15,0.24,0.68
Subfamily,Onasilosvirinae,3,6.97,7.94,1.46,4.9,8.06,0.38,0.24,0.2,0.23,0.66
Subfamily,Makropulosvirinae,3,7.42,7.94,0.96,6.08,8.25,0.35,0.26,0.14,0.25,0.55
Subfamily,Naqaỹavirinae,5,7.15,7.31,0.73,5.39,8.06,0.23,0.2,0.11,0.12,0.51
Subfamily,Skollvirinae,2,6.56,6.56,0.0,6.56,6.56,0.44,0.44,0.0,0.44,0.44
Subfamily,Draugrvirinae,6,6.75,7.07,0.9,3.74,7.68,0.24,0.21,0.12,0.15,0.68
Subfamily,Tassilivirinae,5,6.35,6.63,0.81,4.12,6.86,0.31,0.29,0.13,0.16,0.67
Subfamily,Pipiteavirinae,3,6.2,7.07,1.48,4.12,7.42,0.38,0.25,0.19,0.24,0.65
Subfamily,Isonoevirinae,2,9.11,9.11,0.0,9.11,9.11,0.33,0.33,0.0,0.33,0.33
Subfamily,Dagonvirinae,2,11.05,11.05,0.0,11.05,11.05,0.29,0.29,0.0,0.29,0.29
Subfamily,Meztlivirinae,2,6.93,6.93,0.0,6.93,6.93,0.33,0.33,0.0,0.33,0.33
Subfamily,Tadmorvirinae,2,6.0,6.0,0.0,6.0,6.0,0.31,0.31,0.0,0.31,0.31
Subfamily,Babyloniavirinae,2,8.0,8.0,0.0,8.0,8.0,0.19,0.19,0.0,0.19,0.19
Subfamily,Lipperheyvirinae,2,6.08,6.08,0.0,6.08,6.08,0.27,0.27,0.0,0.27,0.27
Subfamily,Vytisvirinae,2,8.37,8.37,0.0,8.37,8.37,0.24,0.24,0.0,0.24,0.24
Subfamily,Polydeucesvirinae,13,6.93,6.32,1.78,4.47,11.53,0.55,0.59,0.14,0.21,0.79
Subfamily,Opheliavirinae,6,5.85,5.92,0.89,4.47,7.14,0.41,0.38,0.1,0.27,0.57
Subfamily,Elaravirinae,7,6.18,6.4,1.05,3.61,7.75,0.41,0.36,0.15,0.22,0.68
Subfamily,Amateruvirinae,2,10.77,10.77,0.0,10.77,10.77,0.31,0.31,0.0,0.31,0.31
Subfamily,Arbervirinae,5,7.02,7.41,0.97,5.57,8.19,0.28,0.2,0.15,0.15,0.54
Subfamily,Beirutvirinae,2,7.81,7.81,0.0,7.81,7.81,0.24,0.24,0.0,0.24,0.24
Subfamily,Quijotevirinae,57,3.57,3.61,0.55,0.0,5.0,0.74,0.74,0.07,0.53,1.0
Subfamily,Ganymedevirinae,95,5.7,5.66,0.65,2.24,8.54,0.53,0.53,0.07,0.22,0.9
Subfamily,Finlayvirinae,3,7.5,7.62,0.66,6.63,8.25,0.58,0.57,0.07,0.5,0.68
Subfamily,Carmevirinae,6,5.5,5.66,0.59,4.47,6.4,0.42,0.37,0.09,0.31,0.57
Subfamily,Hämarikvirinae,2,3.74,3.74,0.0,3.74,3.74,0.66,0.66,0.0,0.66,0.66
Subfamily,Hydravirinae,5,6.03,6.67,1.48,2.65,7.68,0.44,0.34,0.19,0.28,0.87
Subfamily,Brahevirinae,3,4.99,5.66,1.56,2.83,6.48,0.64,0.58,0.1,0.55,0.77
Subfamily,Hyrrokkinvirinae,3,9.79,9.85,0.27,9.43,10.1,0.34,0.34,0.0,0.34,0.35
Subfamily,Rheavirinae,34,5.65,5.74,0.88,2.65,7.48,0.46,0.44,0.11,0.17,0.85
Subfamily,Phoebevirinae,11,4.89,4.9,0.84,2.65,6.86,0.56,0.55,0.12,0.28,0.83
Subfamily,Cressidavirinae,7,4.57,4.58,1.04,2.65,6.56,0.58,0.57,0.14,0.31,0.84
Subfamily,Callistovirinae,81,5.04,5.2,0.91,1.73,7.62,0.54,0.52,0.12,0.29,0.93
Subfamily,Sanchovirinae,14,6.93,6.78,0.96,3.16,9.38,0.11,0.1,0.07,0.0,0.6
Subfamily,Ixbalanquévirinae,2,20.27,20.27,0.0,20.27,20.27,0.23,0.23,0.0,0.23,0.23
Subfamily,Xiangliuvirinae,8,18.19,18.76,2.97,10.2,21.93,0.4,0.33,0.12,0.28,0.69
Subfamily,Pandiavirinae,2,7.48,7.48,0.0,7.48,7.48,0.34,0.34,0.0,0.34,0.34
Subfamily,Psamathevirinae,5,4.88,4.79,0.64,3.87,5.92,0.38,0.36,0.08,0.26,0.58
Subfamily,Neraxisvirinae,16,5.42,5.48,0.55,3.74,6.56,0.38,0.35,0.09,0.26,0.67
Subfamily,Selurianvirinae,2,5.74,5.74,0.0,5.74,5.74,0.3,0.3,0.0,0.3,0.3
Subfamily,Threxiavirinae,10,5.8,5.74,0.78,3.46,7.48,0.34,0.32,0.08,0.23,0.66
Subfamily,Vornethvirinae,2,5.66,5.66,0.0,5.66,5.66,0.32,0.32,0.0,0.32,0.32
Subfamily,Tritonvirinae,34,7.28,7.55,1.24,3.74,9.64,0.39,0.35,0.14,0.16,0.79
Subfamily,Namakavirinae,9,6.83,7.18,1.03,4.47,8.19,0.35,0.3,0.12,0.23,0.66
Subfamily,Calypsovirinae,4,6.67,6.56,0.43,6.24,7.55,0.34,0.34,0.04,0.26,0.39
Subfamily,Daphnisvirinae,3,5.53,6.16,1.18,3.87,6.56,0.46,0.36,0.17,0.33,0.69
Subfamily,Themistovirinae,4,11.44,12.37,1.76,8.6,13.04,0.41,0.39,0.09,0.32,0.56
Subfamily,Dimidiumvirinae,3,10.16,10.34,0.84,9.06,11.09,0.53,0.52,0.08,0.44,0.63
Subfamily,Calibanvirinae,7,11.57,11.49,1.15,9.9,14.21,0.36,0.34,0.06,0.26,0.51
Subfamily,Lysitheavirinae,6,12.25,12.17,0.78,11.22,13.67,0.36,0.35,0.03,0.3,0.4
Subfamily,Saovirinae,6,10.42,10.3,0.66,9.54,11.66,0.41,0.43,0.05,0.32,0.46
Subfamily,Cupidvirinae,4,12.33,12.37,2.09,8.19,14.56,0.33,0.3,0.1,0.27,0.55
Subfamily,Orthosievirinae,6,10.33,10.05,1.36,8.06,12.65,0.66,0.7,0.1,0.48,0.79
Subfamily,Santamasavirinae,2,4.36,4.36,0.0,4.36,4.36,0.69,0.69,0.0,0.69,0.69
Subfamily,Foldvirinae,2,6.63,6.63,0.0,6.63,6.63,0.59,0.59,0.0,0.59,0.59
Subfamily,Helikevirinae,2,8.54,8.54,0.0,8.54,8.54,0.41,0.41,0.0,0.41,0.41
Subfamily,Drukyulvirinae,4,10.1,10.34,1.72,6.48,11.66,0.21,0.13,0.18,0.1,0.6
