rank,clade,n,intra_avg_euclidean,intra_median_euclidean,intra_std_euclidean,intra_min_euclidean,intra_max_euclidean,intra_avg_shared_proteins,intra_median_shared_proteins,intra_std_shared_proteins,intra_min_shared_proteins,intra_max_shared_proteins
Subfamily,Samhvirinae,7,5.94,6.24,0.98,4.0,7.42,0.34,0.24,0.18,0.16,0.71
Subfamily,Tondravirinae,4,8.74,9.05,2.24,5.1,11.05,0.25,0.2,0.17,0.1,0.59
Subfamily,Janssenvirinae,2,4.69,4.69,0.0,4.69,4.69,0.53,0.53,0.0,0.53,0.53
Subfamily,Bélisamavirinae,2,2.65,2.65,0.0,2.65,2.65,0.7,0.7,0.0,0.7,0.7
Subfamily,Fornjotvirinae,2,4.24,4.24,0.0,4.24,4.24,0.48,0.48,0.0,0.48,0.48
Subfamily,Mastikavirinae,4,6.0,6.08,1.17,3.74,7.21,0.25,0.19,0.17,0.1,0.6
Subfamily,Yanyanvirinae,4,6.76,6.8,0.73,5.74,7.62,0.65,0.64,0.07,0.57,0.74
Subfamily,Puckvirinae,9,8.88,9.14,1.69,4.36,11.27,0.42,0.37,0.15,0.26,0.78
Subfamily,Stephanovirinae,5,3.12,3.46,0.66,2.0,4.0,0.52,0.51,0.15,0.35,0.75
Subfamily,Diavirinae,2,6.32,6.32,0.0,6.32,6.32,0.36,0.36,0.0,0.36,0.36
Subfamily,Euporievirinae,7,7.1,7.14,0.69,5.83,8.43,0.58,0.6,0.05,0.5,0.67
Subfamily,Galileovirinae,3,10.59,11.92,1.97,7.81,12.04,0.39,0.29,0.16,0.26,0.61
Subfamily,Hermippevirinae,2,10.49,10.49,0.0,10.49,10.49,0.31,0.31,0.0,0.31,0.31
Subfamily,Halimedevirinae,6,9.43,8.94,1.06,8.0,11.45,0.47,0.43,0.12,0.31,0.67
Subfamily,Iovirinae,63,13.98,13.56,2.19,5.74,22.91,0.33,0.31,0.07,0.2,0.84
Subfamily,Ægirvirinae,2,9.11,9.11,0.0,9.11,9.11,0.52,0.52,0.0,0.52,0.52
Subfamily,Kiviuqvirinae,4,12.74,13.03,2.99,8.37,16.12,0.49,0.45,0.15,0.32,0.73
Subfamily,Dactylvirinae,5,6.47,6.82,0.99,4.36,7.35,0.36,0.3,0.15,0.26,0.67
Subfamily,Magorvirinae,2,4.9,4.9,0.0,4.9,4.9,0.74,0.74,0.0,0.74,0.74
Subfamily,Farbautivirinae,2,3.46,3.46,0.0,3.46,3.46,0.4,0.4,0.0,0.4,0.4
Subfamily,Julietvirinae,8,3.58,3.61,0.7,2.0,4.69,0.49,0.47,0.14,0.31,0.81
Subfamily,Thestiasvirinae,8,7.12,6.56,2.4,3.87,10.25,0.43,0.5,0.29,0.09,0.79
Subfamily,Margaretvirinae,4,7.03,7.04,0.82,6.08,7.94,0.48,0.48,0.09,0.37,0.57
Subfamily,Megaclitevirinae,2,5.83,5.83,0.0,5.83,5.83,0.44,0.44,0.0,0.44,0.44
Subfamily,Titanvirinae,82,5.69,5.83,0.84,2.45,7.75,0.4,0.37,0.12,0.2,0.85
Subfamily,Dionevirinae,19,4.86,4.9,0.54,2.65,5.83,0.44,0.43,0.08,0.27,0.81
Subfamily,Thelxinoevirinae,5,4.29,4.42,0.47,3.46,5.0,0.62,0.6,0.07,0.52,0.75
Subfamily,Belindavirinae,8,6.15,5.48,1.6,3.74,8.37,0.36,0.45,0.25,0.03,0.75
Subfamily,Bendidavirinae,4,5.84,5.99,1.04,4.47,6.93,0.39,0.37,0.19,0.2,0.62
Subfamily,Eyekevirinae,2,1.41,1.41,0.0,1.41,1.41,0.8,0.8,0.0,0.8,0.8
Subfamily,Sissivirinae,4,4.95,5.14,0.56,3.87,5.48,0.28,0.27,0.12,0.12,0.53
Subfamily,Bebhionnvirinae,3,6.3,6.63,0.52,5.57,6.71,0.43,0.37,0.08,0.37,0.54
Subfamily,Prometheusvirinae,8,7.51,7.42,1.06,5.1,9.11,0.43,0.43,0.13,0.28,0.68
Subfamily,Eggthervirinae,2,5.83,5.83,0.0,5.83,5.83,0.4,0.4,0.0,0.4,0.4
Subfamily,Hippocampvirinae,5,6.11,6.36,0.78,4.36,6.93,0.4,0.36,0.1,0.3,0.6
Subfamily,Cayahuancavirinae,2,3.61,3.61,0.0,3.61,3.61,0.71,0.71,0.0,0.71,0.71
Subfamily,Dimorphosvirinae,4,5.85,6.04,0.56,5.0,6.48,0.6,0.6,0.07,0.49,0.71
Subfamily,Fortitudovirinae,6,9.1,9.0,0.51,7.87,9.75,0.71,0.71,0.04,0.65,0.78
Subfamily,Larissavirinae,10,11.08,10.54,1.97,8.83,15.52,0.53,0.56,0.14,0.26,0.7
Subfamily,Spevirinae,4,12.89,13.0,0.46,12.0,13.42,0.52,0.52,0.03,0.47,0.57
Subfamily,Mimasvirinae,14,12.47,12.92,1.56,8.6,14.59,0.51,0.49,0.1,0.39,0.74
Subfamily,Trinculovirinae,4,12.42,12.37,0.44,11.92,13.19,0.49,0.49,0.03,0.43,0.53
Subfamily,Thyonevirinae,2,6.48,6.48,0.0,6.48,6.48,0.45,0.45,0.0,0.45,0.45
Subfamily,Selamvirinae,5,5.9,6.48,1.42,2.45,7.14,0.37,0.23,0.21,0.18,0.8
Subfamily,Phobosvirinae,4,5.87,6.24,0.96,3.74,6.48,0.36,0.33,0.13,0.25,0.65
Subfamily,Hyperionvirinae,11,5.59,5.66,0.72,3.61,7.0,0.5,0.48,0.11,0.33,0.78
Subfamily,Abolvirinae,2,6.93,6.93,0.0,6.93,6.93,0.18,0.18,0.0,0.18,0.18
Subfamily,Wangshuvirinae,3,23.49,27.66,6.03,14.97,27.84,0.13,0.13,0.01,0.12,0.13
Subfamily,Victoriapeakvirinae,2,6.56,6.56,0.0,6.56,6.56,0.73,0.73,0.0,0.73,0.73
Subfamily,Ditsö̀virinae,3,6.79,8.06,1.98,4.0,8.31,0.3,0.15,0.23,0.13,0.62
Subfamily,Boinayelvirinae,2,5.2,5.2,0.0,5.2,5.2,0.13,0.13,0.0,0.13,0.13
Subfamily,Phobetorvirinae,5,4.81,4.95,0.53,3.87,5.39,0.18,0.18,0.04,0.09,0.25
Subfamily,Surtvirinae,2,5.0,5.0,0.0,5.0,5.0,0.17,0.17,0.0,0.17,0.17
Subfamily,Buruvirinae,2,4.0,4.0,0.0,4.0,4.0,0.66,0.66,0.0,0.66,0.66
Subfamily,Koyopa'virinae,2,4.9,4.9,0.0,4.9,4.9,0.6,0.6,0.0,0.6,0.6
Subfamily,Cordeliavirinae,5,5.92,6.08,1.01,4.0,7.55,0.48,0.43,0.12,0.36,0.7
Subfamily,Gridrvirinae,2,5.57,5.57,0.0,5.57,5.57,0.5,0.5,0.0,0.5,0.5
Subfamily,Hativirinae,2,6.0,6.0,0.0,6.0,6.0,0.49,0.49,0.0,0.49,0.49
Subfamily,Naronvirinae,4,7.3,7.81,1.49,4.0,8.25,0.25,0.17,0.19,0.14,0.67
Subfamily,Hiisivirinae,2,3.16,3.16,0.0,3.16,3.16,0.67,0.67,0.0,0.67,0.67
Subfamily,Umbäässavirinae,2,6.71,6.71,0.0,6.71,6.71,0.15,0.15,0.0,0.15,0.15
Subfamily,Ganjavirinae,4,10.0,10.04,0.89,8.54,11.31,0.13,0.13,0.02,0.11,0.16
Subfamily,Asyevirinae,3,5.94,7.0,1.65,3.61,7.21,0.34,0.19,0.22,0.18,0.65
Subfamily,Wadirumvirinae,2,8.89,8.89,0.0,8.89,8.89,0.16,0.16,0.0,0.16,0.16
Subfamily,Letevirinae,2,6.63,6.63,0.0,6.63,6.63,0.15,0.15,0.0,0.15,0.15
Subfamily,Belivirinae,2,3.0,3.0,0.0,3.0,3.0,0.36,0.36,0.0,0.36,0.36
Subfamily,Aoedevirinae,3,4.43,4.58,0.62,3.61,5.1,0.61,0.6,0.09,0.5,0.72
Subfamily,Tarvosvirinae,3,7.84,7.87,0.73,6.93,8.72,0.52,0.53,0.03,0.48,0.54
Subfamily,Nerivirinae,2,5.2,5.2,0.0,5.2,5.2,0.69,0.69,0.0,0.69,0.69
Subfamily,Methonevirinae,2,5.92,5.92,0.0,5.92,5.92,0.44,0.44,0.0,0.44,0.44
Subfamily,Fenrirvirinae,2,5.57,5.57,0.0,5.57,5.57,0.38,0.38,0.0,0.38,0.38
Subfamily,Gracegardnervirinae_1,106,8.57,8.66,0.66,3.16,10.3,0.45,0.45,0.06,0.3,0.91
Subfamily,Gracegardnervirinae_2,10,9.65,9.85,0.9,7.21,11.14,0.35,0.33,0.08,0.23,0.55
Subfamily,Trabyvirinae,5,6.72,7.14,0.82,5.29,7.68,0.38,0.32,0.11,0.26,0.6
Subfamily,Sepvirinae,21,7.74,8.0,0.96,4.47,9.38,0.4,0.37,0.11,0.2,0.72
Subfamily,Nymbaxtervirinae,16,7.5,7.62,0.87,4.69,9.27,0.43,0.42,0.1,0.23,0.76
Subfamily,Stephanstirmvirinae,19,11.81,10.34,2.85,7.62,15.72,0.55,0.63,0.18,0.33,0.8
Subfamily,Mccleskeyvirinae,12,5.15,5.52,1.18,3.0,7.0,0.45,0.37,0.18,0.18,0.78
Subfamily,Queuovirinae_2,7,7.08,6.78,1.07,5.29,8.54,0.44,0.45,0.13,0.28,0.67
Subfamily,Jondennisvirinae,8,5.31,5.57,0.9,3.61,6.71,0.48,0.42,0.13,0.32,0.76
Subfamily,Queuovirinae_1,8,6.56,6.75,1.11,3.46,8.19,0.4,0.36,0.13,0.26,0.77
Subfamily,Beaumontvirinae,5,6.54,6.52,0.52,5.83,7.35,0.49,0.48,0.07,0.4,0.61
Subfamily,Sejongvirinae,17,9.31,10.7,2.35,4.36,11.92,0.27,0.11,0.22,0.07,0.76
Subfamily,Ruthgordonvirinae,7,6.2,6.08,0.53,4.69,7.14,0.47,0.47,0.07,0.37,0.7
Subfamily,Langleyhallvirinae,7,7.97,7.94,0.59,6.71,9.06,0.42,0.43,0.06,0.32,0.54
Subfamily,Beephvirinae,5,5.79,5.83,0.16,5.48,6.0,0.38,0.37,0.05,0.28,0.46
Subfamily,Vequintavirinae_3,5,13.03,13.13,2.17,9.54,16.0,0.47,0.42,0.1,0.34,0.66
Subfamily,Vequintavirinae_1,12,12.48,13.15,1.65,7.48,14.49,0.45,0.4,0.11,0.29,0.77
Subfamily,Vequintavirinae_2,8,9.57,9.41,1.49,7.0,12.21,0.56,0.6,0.15,0.31,0.76
Subfamily,Ceeclamvirinae_2,18,9.72,9.64,0.87,7.48,11.87,0.64,0.65,0.06,0.48,0.79
Subfamily,Ceeclamvirinae_1,6,11.63,11.92,1.07,8.72,12.61,0.29,0.27,0.08,0.23,0.5
Subfamily,Guarnerosvirinae,13,7.45,7.52,1.31,3.61,10.3,0.21,0.16,0.15,0.04,0.7
Subfamily,Bronfenbrennervirinae_2,10,6.74,6.78,1.03,4.24,8.37,0.42,0.39,0.12,0.26,0.7
Subfamily,Bronfenbrennervirinae_1,14,6.87,7.07,0.94,3.74,8.43,0.41,0.4,0.11,0.23,0.79
Subfamily,Gochnauervirinae_1,2,6.08,6.08,0.0,6.08,6.08,0.44,0.44,0.0,0.44,0.44
Subfamily,Skurskavirinae,16,10.61,9.03,3.02,5.83,14.53,0.42,0.52,0.24,0.15,0.8
Subfamily,Gorskivirinae,4,10.0,11.04,2.14,6.0,11.92,0.45,0.4,0.13,0.33,0.71
Subfamily,Guernseyvirinae_1,19,6.11,6.16,0.78,3.46,7.62,0.46,0.42,0.11,0.28,0.75
Subfamily,Joanripponvirinae,12,11.97,12.19,1.22,8.72,14.11,0.42,0.38,0.11,0.27,0.71
Subfamily,Azeevirinae,16,6.0,5.92,0.76,4.0,7.75,0.51,0.51,0.09,0.32,0.77
Subfamily,Hendrixvirinae_1,13,6.57,6.52,0.73,4.36,8.06,0.44,0.43,0.09,0.28,0.72
Subfamily,Azeredovirinae_1,26,7.26,7.35,0.7,3.74,8.83,0.39,0.38,0.08,0.22,0.78
Subfamily,Azeredovirinae_2,19,6.82,6.78,0.77,2.83,8.6,0.43,0.43,0.09,0.24,0.89
Subfamily,Jameshumphriesvirinae,6,6.55,6.63,0.68,5.66,7.75,0.36,0.38,0.07,0.22,0.47
Subfamily,Kantovirinae,11,6.32,6.48,1.21,3.32,8.54,0.46,0.41,0.13,0.3,0.76
Subfamily,Dclasvirinae,3,6.39,6.56,0.69,5.48,7.14,0.41,0.4,0.07,0.33,0.5
Subfamily,Weiservirinae_1,53,7.84,8.0,1.06,3.61,9.9,0.44,0.44,0.12,0.2,0.87
Subfamily,Weiservirinae_2,9,6.29,6.56,0.93,3.74,7.48,0.59,0.56,0.09,0.47,0.84
Subfamily,Tybeckvirinae_1,7,8.7,9.11,1.25,5.39,10.05,0.44,0.4,0.09,0.34,0.69
Subfamily,Tybeckvirinae_2,2,4.58,4.58,0.0,4.58,4.58,0.63,0.63,0.0,0.63,0.63
Subfamily,Dolichocephalovirinae_1,4,12.28,12.63,0.77,10.68,12.92,0.5,0.51,0.05,0.42,0.59
Subfamily,Dolichocephalovirinae_2,4,16.07,18.03,2.85,11.83,18.17,0.38,0.26,0.16,0.26,0.64
Subfamily,Eucampyvirinae_1,3,9.74,10.15,1.05,8.31,10.77,0.54,0.53,0.06,0.47,0.62
Subfamily,Eucampyvirinae_2,5,8.04,7.68,0.88,7.0,9.8,0.62,0.61,0.04,0.57,0.7
Subfamily,Eekayvirinae,4,4.0,4.0,0.44,3.46,4.58,0.52,0.52,0.08,0.41,0.61
Subfamily,Kutznervirinae_1,6,6.21,6.78,0.92,4.58,7.14,0.56,0.5,0.1,0.44,0.74
Subfamily,Gutmannvirinae,3,4.81,5.39,0.95,3.46,5.57,0.56,0.5,0.11,0.47,0.72
Subfamily,Chebruvirinae,4,6.69,6.63,0.46,5.83,7.21,0.5,0.49,0.07,0.42,0.62
Subfamily,Nclasvirinae,18,6.43,6.56,0.77,3.74,7.75,0.49,0.47,0.09,0.33,0.8
Subfamily,Pclasvirinae,22,6.7,6.71,1.14,3.16,8.72,0.52,0.52,0.14,0.29,0.88
Subfamily,Bclasvirinae_2,8,5.81,5.96,0.62,4.47,6.93,0.67,0.65,0.05,0.59,0.79
Subfamily,Bclasvirinae_1,34,8.23,8.43,1.04,4.12,10.0,0.36,0.33,0.11,0.23,0.8
Subfamily,Skryabinvirinae,2,6.0,6.0,0.0,6.0,6.0,0.29,0.29,0.0,0.29,0.29
Subfamily,Deejayvirinae,12,6.93,6.82,0.98,5.0,8.83,0.49,0.48,0.09,0.33,0.7
Subfamily,Arquatrovirinae,43,6.83,6.93,0.73,4.0,8.6,0.46,0.44,0.08,0.26,0.79
Subfamily,Ounavirinae,26,7.98,7.87,1.16,4.8,10.2,0.56,0.58,0.12,0.29,0.81
Subfamily,Gclasvirinae,15,6.09,6.48,0.96,3.32,7.28,0.45,0.4,0.12,0.3,0.78
Subfamily,Iiscvirinae,12,6.65,6.93,1.09,4.12,8.25,0.41,0.36,0.12,0.26,0.75
Subfamily,Cvivirinae,59,10.72,11.14,1.54,6.24,14.59,0.53,0.5,0.12,0.24,0.82
Subfamily,Sechaudvirinae_2,3,5.89,5.92,0.18,5.66,6.08,0.32,0.33,0.03,0.27,0.34
Subfamily,Sechaudvirinae_1,16,5.85,5.83,0.7,3.74,8.0,0.35,0.33,0.08,0.19,0.66
Subfamily,Slopekvirinae,44,6.22,6.32,0.95,2.83,8.37,0.38,0.34,0.12,0.16,0.83
Subfamily,Beijerinckvirinae_1,23,4.75,4.8,0.69,2.83,6.56,0.6,0.6,0.09,0.33,0.82
Subfamily,Stentvirinae,3,4.07,4.12,0.25,3.74,4.36,0.58,0.56,0.03,0.55,0.63
Subfamily,Melnykvirinae,25,5.29,5.29,0.65,2.83,6.63,0.39,0.38,0.1,0.19,0.78
Subfamily,Dunnvirinae,4,5.21,5.46,1.18,3.16,6.63,0.43,0.37,0.2,0.23,0.77
Subfamily,Krylovirinae,20,5.07,4.9,1.0,3.0,6.71,0.52,0.58,0.17,0.25,0.83
Subfamily,Beijerinckvirinae_2,5,4.97,5.05,0.7,3.16,5.83,0.41,0.4,0.11,0.26,0.71
Subfamily,Molineuxvirinae,36,5.95,6.0,0.88,2.83,7.87,0.37,0.35,0.12,0.19,0.81
Subfamily,Studiervirinae_1,146,5.83,5.92,0.73,2.45,8.0,0.4,0.38,0.1,0.19,0.89
Subfamily,Studiervirinae_2,4,3.7,3.76,1.14,2.45,4.9,0.52,0.51,0.17,0.34,0.71
Subfamily,Cleopatravirinae,11,6.45,6.4,0.72,4.69,7.75,0.51,0.5,0.08,0.36,0.72
Subfamily,Nefertitivirinae,4,5.51,5.74,0.54,4.47,6.16,0.52,0.49,0.09,0.42,0.69
Subfamily,Gorgonvirinae,8,11.41,10.84,1.98,8.19,14.63,0.36,0.38,0.11,0.19,0.57
Subfamily,Ermolyevavirinae,17,11.01,10.98,2.21,5.0,15.52,0.49,0.52,0.18,0.22,0.87
Subfamily,Markadamsvirinae,79,10.19,10.15,1.56,2.83,16.06,0.52,0.52,0.11,0.26,0.95
Subfamily,Tempevirinae_1,92,8.13,8.49,1.25,3.74,10.49,0.37,0.32,0.13,0.15,0.84
Subfamily,Rogunavirinae,19,6.76,6.86,0.86,3.87,8.94,0.48,0.47,0.1,0.26,0.8
Subfamily,Gordonclarkvirinae,21,8.51,8.49,1.08,5.66,10.95,0.53,0.51,0.09,0.32,0.76
Subfamily,Denniswatsonvirinae_2,3,3.16,3.16,0.13,3.0,3.32,0.55,0.55,0.02,0.52,0.57
Subfamily,Jasinskavirinae,15,8.18,8.49,1.2,3.16,10.0,0.66,0.65,0.08,0.53,0.95
Subfamily,Bastillevirinae_1,14,12.97,13.08,1.54,5.66,15.78,0.33,0.31,0.08,0.23,0.8
Subfamily,Twortvirinae,35,11.74,11.79,3.06,1.41,16.91,0.49,0.48,0.22,0.22,0.99
Subfamily,Bastillevirinae_3,9,12.27,12.83,1.79,6.71,15.17,0.44,0.42,0.12,0.28,0.76
Subfamily,Bastillevirinae_4,6,11.72,12.21,1.23,8.94,12.92,0.49,0.46,0.08,0.4,0.65
Subfamily,Bastillevirinae_2,11,14.07,14.7,2.65,8.12,17.35,0.39,0.28,0.16,0.23,0.73
Subfamily,Brockvirinae_1,6,11.57,12.73,2.05,8.12,13.82,0.4,0.3,0.14,0.27,0.62
Subfamily,Spounavirinae,5,11.14,11.98,2.19,7.75,13.71,0.39,0.28,0.17,0.25,0.74
Subfamily,Coarsevirinae,4,5.93,6.0,0.46,5.0,6.48,0.38,0.37,0.05,0.3,0.48
Subfamily,Crudevirinae,14,6.71,6.71,0.63,4.69,8.0,0.34,0.33,0.07,0.22,0.6
Subfamily,Churivirinae,4,5.14,5.05,0.34,4.69,5.57,0.53,0.52,0.08,0.41,0.66
Subfamily,Quingentivirinae,4,44.31,44.25,31.05,11.92,76.87,0.41,0.38,0.12,0.29,0.6
Subfamily,Rabinowitzvirinae,13,7.15,7.58,1.66,3.74,9.43,0.46,0.43,0.18,0.21,0.81
Subfamily,Bradleyvirinae_1,4,6.14,6.12,0.37,5.66,6.56,0.51,0.51,0.07,0.41,0.59
Subfamily,Pelczarvirinae,11,3.36,3.46,0.81,1.41,5.1,0.56,0.52,0.15,0.29,0.95
Subfamily,Staniewskivirinae,9,11.24,11.22,1.12,8.37,13.08,0.49,0.49,0.08,0.35,0.7
Subfamily,Tatarstanvirinae,6,4.18,4.24,0.6,2.83,5.1,0.38,0.36,0.1,0.24,0.64
Subfamily,Denniswatsonvirinae_1,3,2.94,3.0,0.22,2.65,3.16,0.37,0.36,0.01,0.36,0.38
Subfamily,Rakietenvirinae_1,17,2.88,3.0,0.48,1.73,4.12,0.57,0.56,0.11,0.26,0.83
Subfamily,Picovirinae,10,3.8,3.87,0.77,2.45,5.2,0.46,0.47,0.15,0.2,0.72
Subfamily,Rakietenvirinae_2,11,3.24,3.32,0.73,1.0,4.58,0.41,0.36,0.14,0.25,0.8
Subfamily,Sarlesvirinae_1,13,3.58,3.61,0.47,2.24,4.58,0.55,0.55,0.1,0.34,0.81
Subfamily,Sarlesvirinae_2,2,3.0,3.0,0.0,3.0,3.0,0.47,0.47,0.0,0.47,0.47
Subfamily,Northropvirinae,15,4.46,4.58,0.7,2.45,6.08,0.47,0.46,0.13,0.23,0.79
Subfamily,Pontosvirinae,5,6.42,6.24,0.6,5.66,7.55,0.51,0.5,0.04,0.47,0.57
Subfamily,Rothmandenesvirinae,25,7.32,7.48,0.97,3.32,9.0,0.38,0.36,0.1,0.24,0.85
Subfamily,Migulavirinae,14,6.83,6.86,1.13,4.47,8.72,0.47,0.44,0.16,0.26,0.76
Subfamily,Demetervirinae,6,5.72,6.0,0.68,4.24,6.4,0.59,0.56,0.08,0.51,0.76
Subfamily,Humphriesvirinae,7,6.58,6.4,0.84,5.0,8.19,0.48,0.51,0.12,0.27,0.66
Subfamily,Rhodovirinae,9,5.94,6.0,0.52,4.9,7.14,0.51,0.5,0.07,0.35,0.65
Subfamily,Enquatrovirinae,14,6.98,7.07,0.65,5.1,8.43,0.5,0.51,0.07,0.36,0.68
Subfamily,Loccivirinae,9,11.62,11.85,1.44,8.43,13.53,0.44,0.42,0.09,0.32,0.67
Subfamily,Boydwoodruffvirinae,18,13.14,13.42,1.84,7.42,16.52,0.49,0.47,0.09,0.36,0.76
Subfamily,Asinivirinae_1,11,8.1,8.19,0.7,6.32,9.8,0.39,0.37,0.07,0.29,0.67
Subfamily,Asinivirinae_2,2,8.49,8.49,0.0,8.49,8.49,0.31,0.31,0.0,0.31,0.31
Subfamily,Tevenvirinae,156,13.98,15.0,2.54,6.93,19.21,0.44,0.36,0.16,0.16,0.84
Subfamily,Emmerichvirinae,4,14.22,14.85,1.45,11.92,15.94,0.49,0.44,0.1,0.39,0.67
Subfamily,Twarogvirinae,14,10.75,11.31,2.04,6.86,13.93,0.55,0.5,0.14,0.37,0.81
Subfamily,Loutivirinae,26,8.27,8.37,0.92,5.0,10.54,0.34,0.32,0.09,0.22,0.77
Subfamily,Oafivirinae,8,6.47,6.52,0.87,4.12,8.0,0.42,0.39,0.1,0.29,0.74
Subfamily,Lclasvirinae,19,8.12,8.43,1.05,5.48,9.7,0.51,0.47,0.1,0.36,0.77
Subfamily,Deeyouvirinae,7,8.55,9.38,1.66,5.48,10.49,0.45,0.35,0.16,0.28,0.73
Subfamily,Mclasvirinae,7,8.29,8.37,1.48,5.29,10.77,0.48,0.48,0.15,0.26,0.77
Subfamily,Toshachvirinae,6,6.64,6.56,0.97,5.29,8.19,0.51,0.57,0.14,0.3,0.65
Subfamily,Emilbogenvirinae,20,7.33,7.55,0.81,4.24,8.66,0.48,0.45,0.09,0.36,0.8
Subfamily,Cobavirinae,4,5.04,5.1,0.33,4.47,5.48,0.43,0.42,0.08,0.34,0.56
Subfamily,Andrewesvirinae,3,6.55,7.42,1.32,4.69,7.55,0.53,0.46,0.13,0.41,0.7
Genus,Ceduovirus_2,7,4.85,4.8,0.5,3.32,5.83,0.52,0.51,0.07,0.34,0.71
Genus,Ceduovirus_3,2,4.69,4.69,0.0,4.69,4.69,0.56,0.56,0.0,0.56,0.56
Genus,Ceduovirus_1,23,4.51,4.58,0.48,2.65,5.66,0.56,0.56,0.07,0.41,0.83
Genus,Rosemountvirus,6,5.5,5.48,0.44,4.9,6.86,0.62,0.65,0.04,0.52,0.69
Genus,Bridgettevirus,5,4.87,4.85,0.33,4.47,5.57,0.61,0.63,0.05,0.49,0.66
Genus,Kochitakasuvirus,2,3.74,3.74,0.0,3.74,3.74,0.7,0.7,0.0,0.7,0.7
Genus,Firingavirus,2,4.47,4.47,0.0,4.47,4.47,0.54,0.54,0.0,0.54,0.54
Genus,Bowservirus,3,6.18,6.32,0.68,5.29,6.93,0.4,0.38,0.08,0.31,0.51
Genus,Roslyckyvirus,2,6.4,6.4,0.0,6.4,6.4,0.33,0.33,0.0,0.33,0.33
Genus,Feofaniavirus,6,7.64,7.75,0.66,6.56,8.54,0.21,0.2,0.08,0.14,0.39
Genus,Syrbvirus,6,7.53,7.48,0.77,6.4,9.11,0.17,0.15,0.06,0.09,0.31
Genus,Pankowvirus,4,6.02,6.16,0.54,5.2,6.86,0.6,0.6,0.05,0.52,0.66
Genus,Marienburgvirus_1,2,7.0,7.0,0.0,7.0,7.0,0.52,0.52,0.0,0.52,0.52
Genus,Beenievirus_1,6,5.58,5.74,0.8,3.32,6.86,0.64,0.6,0.08,0.51,0.85
Genus,Beenievirus_3,3,6.87,7.0,0.4,6.32,7.28,0.45,0.44,0.04,0.4,0.51
Genus,Howevirus,2,7.0,7.0,0.0,7.0,7.0,0.44,0.44,0.0,0.44,0.44
Genus,Beenievirus_2,2,5.92,5.92,0.0,5.92,5.92,0.56,0.56,0.0,0.56,0.56
Genus,Fromanvirus_1,22,6.49,6.48,0.59,4.36,8.06,0.57,0.57,0.06,0.41,0.8
Genus,Fromanvirus_5,2,6.93,6.93,0.0,6.93,6.93,0.52,0.52,0.0,0.52,0.52
Genus,Casadabanvirus,24,4.82,4.8,0.62,2.65,6.71,0.64,0.63,0.08,0.43,0.86
Genus,Delepquintavirus,2,8.43,8.43,0.0,8.43,8.43,0.31,0.31,0.0,0.31,0.31
Genus,Mardecavirus,2,5.39,5.39,0.0,5.39,5.39,0.64,0.64,0.0,0.64,0.64
Genus,Teubervirus,5,6.05,6.08,0.58,5.1,7.28,0.57,0.58,0.06,0.45,0.67
Genus,Kostyavirus,9,7.3,7.42,0.82,4.69,8.49,0.65,0.66,0.07,0.51,0.85
Genus,Omegavirus_1,3,10.98,11.05,0.19,10.72,11.18,0.5,0.5,0.02,0.48,0.52
Genus,Omegavirus_2,2,7.94,7.94,0.0,7.94,7.94,0.69,0.69,0.0,0.69,0.69
Genus,Efquatrovirus_2,3,5.34,5.2,0.35,5.0,5.83,0.55,0.54,0.04,0.5,0.6
Genus,Efquatrovirus_1,10,6.14,6.08,0.67,4.9,7.55,0.55,0.55,0.05,0.46,0.66
Genus,Lillamyvirus,6,5.28,5.39,0.76,3.32,6.4,0.63,0.59,0.08,0.51,0.85
Genus,Muminvirus_1,5,5.21,5.2,0.8,3.61,6.48,0.65,0.65,0.08,0.51,0.8
Genus,Kojivirus,3,4.76,4.8,0.05,4.69,4.8,0.59,0.59,0.0,0.58,0.59
Genus,Ilzatvirus,6,4.86,4.9,0.64,3.46,6.0,0.59,0.59,0.09,0.43,0.79
Genus,Austintatiousvirus,3,4.54,4.47,0.19,4.36,4.8,0.63,0.63,0.02,0.6,0.66
Genus,Raleighvirus,3,4.59,4.9,0.51,3.87,5.0,0.55,0.53,0.06,0.48,0.63
Genus,Leicestervirus,3,4.83,4.9,0.18,4.58,5.0,0.51,0.49,0.04,0.48,0.56
Genus,Elmenteitavirus,2,7.42,7.42,0.0,7.42,7.42,0.19,0.19,0.0,0.19,0.19
Genus,Oshimavirus,2,3.32,3.32,0.0,3.32,3.32,0.8,0.8,0.0,0.8,0.8
Genus,Halcyonevirus_1,4,5.34,5.57,0.6,4.36,6.0,0.65,0.63,0.07,0.59,0.76
Genus,Jujuvirus_1,3,6.68,6.63,0.07,6.63,6.78,0.5,0.49,0.01,0.49,0.51
Genus,Jujuvirus_2,3,7.11,6.86,0.41,6.78,7.68,0.5,0.53,0.05,0.44,0.54
Genus,Fairfaxidumvirus,3,5.99,6.0,0.41,5.48,6.48,0.57,0.56,0.04,0.53,0.63
Genus,Vedamuthuvirus_1,4,4.39,4.12,0.51,3.87,5.1,0.63,0.66,0.07,0.52,0.7
Genus,Phifelvirus,3,5.63,5.74,0.56,4.9,6.24,0.41,0.42,0.07,0.32,0.49
Genus,Cequinquevirus,6,4.42,4.24,0.54,3.74,5.74,0.63,0.64,0.05,0.51,0.7
Genus,Jacevirus,3,8.26,8.66,1.03,6.86,9.27,0.25,0.2,0.1,0.16,0.39
